Country,GDP per capita,average Internet connexion speed,alchool consumption per capita,homocide rate,Military % of GDP,HDI,Democracy index,Equivalent to a 2-year degree or higher (%),Importance of religion,% Christian,Muslim percentage of total population,Buddhist population,Jewish population,"2019 mortality rate, under-5 (per 1000 live births)",Age of crime responsibility,minimum wage,external debt,income equality,total health expenditure,suicide rate,Fertility rate,tabacco consumption,Obesity rate,number of internet users,Median age,economic freedom,Oil production per capita,population growth rate,Life expectancy at birth,meat consumption (Kg per capita),incarceration rate per 10000,literacy rate,Women's age first marriage,Expenditure on education(% of GDP),"Homelessper 10,000",Milk consumption 2013 (kg/capita/yr),Papers per capita in ppm (2018),books published,kilocalories,"Average yearly temperature (1961-1990, Celsius)"
Slovenia,26062.0,108.47,12.6,0.5,2.1472060935639723,0.92,7.54,41.0,0.47,0.68,3.6,0.0,0.0,2.1,14.0,12153.0,104.0,24.2,3158.0,14.0,1.61,25.3,20.2,0.79,44.9,65.5,-54899.781329084595,0.07,81.3,88.0,53.0,99.3,29.0,4.8,18.3,235.01,1542.95,8198.523211330205,3220.0,8.9
South Africa,6001.0,43.91,9.3,36.4,2.09909956065935,0.71,7.05,14.0,0.85,0.8,1.9,0.0,0.43,34.5,12.0,3239.0,57.0,63.0,1129.0,23.5,2.38,38.1,28.3,0.55,28.0,58.3,35.0,1.2,65.3,39.0,248.0,72.1,29.0,6.2,36.0,55.75,225.1,5418.0,3000.0,17.75
Spain,29816.0,186.4,10.0,0.6,1.4407911232674966,0.9,8.12,41.0,0.49,0.59,2.6,0.0,0.07,3.1,14.0,15187.0,170.0,34.7,3576.0,5.3,1.24,37.5,23.8,0.91,43.9,65.7,57.0,0.03,83.2,118.6,122.0,94.7,32.3,4.2,6.4,164.29,1167.99,89962.0,3260.0,13.3
Sri Lanka,3940.0,96.55047247832982,4.3,2.4,2.24425660062722,0.78,6.14,45.02171015923933,1.0,0.08,9.7,0.69,-0.5780319294391418,7.1,12.0,671.0,68.0,39.8,517.0,12.9,2.19,28.3,5.2,0.34,33.7,56.4,27612.104301687097,0.35,76.9,6.6,135.0,81.0,23.8,2.8,-202.6066390570677,34.98,63.5,4115.0,2370.0,26.95
Sudan,815.0,52.547120694489024,0.5,5.1,1.915914407354455,0.51,2.54,45.562001553597554,0.93,0.02,97.0,0.0,0.05028847914459078,58.4,12.0,84.0,121.0,35.4,293.0,4.8,4.35,24.419115421732116,6.6,0.3,18.3,47.7,-725.2688288844074,2.38,69.1,21.0,52.0,24.3,22.7,2.2,623.0,155.2,9.52,6386.306733234203,2280.0,26.9
Suriname,6360.0,73.24705272147855,5.1,5.4,2.0022872214137646,0.74,6.82,41.05301708292788,0.8314910844054049,0.5,14.3,0.01,0.0,18.0,14.333227057838975,4035.2962944729225,30.0,57.6,1180.0,25.9,2.39,23.221664076017106,26.4,0.48,31.0,48.1,30465.0,0.87,71.5,40.3,183.0,76.0,29.3,5.563131873574967,76.50837011229464,48.97,29.51,47.0,2460.0,25.7
Sweden,52896.0,169.0,9.2,1.1,1.8098799999060144,0.95,9.26,46.0,0.17,0.64,8.1,0.0,0.1,2.6,15.0,12301.959833445377,169.0,28.8,5828.0,12.4,1.7,52.7,20.6,0.96,41.1,75.2,72653.84838496405,0.72,82.4,76.1,68.0,72.89572859169922,33.5,7.7,36.0,341.23,2047.91,4074.0,3110.0,2.1
Switzerland,85135.0,188.69,11.5,0.6,1.801233418520761,0.96,8.83,49.0,0.41,0.68,5.2,0.0,0.12,4.0,10.0,17563.164590532833,285.0,32.7,8114.0,9.8,1.48,28.5,19.5,0.93,42.7,81.9,157225.6027000295,0.83,83.92,72.9,80.0,69.06064150550253,30.1,5.1,6.0,318.69,2507.62,12156.0,3450.0,5.5
Syria,1194.0,86.98483488339065,0.3,0.9,1.8391024166249164,0.57,1.43,46.489396824610125,0.89,0.1,87.0,-0.0785734094948539,0.0,21.5,10.0,96.0,24.0,35.8,140.99759823935983,2.1,2.77,29.59787005527518,27.8,0.6447834296909536,23.5,64.92029635499182,1627.0,0.2,72.7,21.2,60.0,39.0,26.3,5.1,3753.0,111.43,16.23,1138.0,3040.0,17.75
Tajikistan,894.0,91.22290587050213,3.3,1.6,2.173818382984459,0.67,1.94,43.08260777139235,0.85,0.01,97.9,0.0,-0.11198464519126361,33.8,14.0,315.0,38.0,34.0,250.0,5.3,3.56,24.326147980890937,14.2,0.22,25.3,55.6,20.0,2.06,69.5,8.7,121.0,98.1,22.5,5.2,295.67819440252197,54.54,6.81,132.0,2190.0,2.0
Tanzania,1084.0,72.24707809398808,9.4,6.5,1.904195471585859,0.53,5.1,42.55168961422988,0.89,0.61,35.2,0.0,-1.4703760232830874,50.3,7.0,209.0,34.0,40.5,112.0,8.2,4.83,23.6,8.4,0.3653829009328249,18.2,60.2,12355.530472223763,3.06,67.3,10.0,59.0,43.5,18.9,3.4,155.1479748694726,40.29,10.71,172.0,2020.0,22.35
Thailand,7785.0,206.81,8.3,2.6,2.0754765624263305,0.78,6.04,45.10489107865021,0.97,0.01,5.4,0.93,0.0,9.0,7.0,3316.0,33.0,36.4,723.0,8.0,1.51,31.8,10.0,0.53,39.0,68.3,3667.0,0.22,77.7,27.9,449.0,78.7,21.0,4.1,0.4,29.35,181.72,6750.0,2540.0,26.3
Togo,899.0,81.8592257417676,3.1,7.596145929592816,2.1218566708007227,0.52,2.8,42.41033874933109,0.8,0.29,20.0,0.0,-2.675445074928568,66.9,12.501664969885091,717.0,26.0,43.1,109.0,14.8,4.26,12.2,8.4,0.12,20.0,50.3,3620.945393594273,2.45,64.3,8.5,67.0,20.4,22.3,5.0,211.0,7.96,10.9,-2205.1021053754375,2150.0,27.15
Trinidad and Tobago,16637.0,79.89,8.4,30.6,1.884809923634597,0.8,7.16,35.41366331952102,0.92,0.58,5.8,0.0,0.29333859211580204,17.5,12.237079531370213,4619.0,76.0,40.3,2100.0,8.3,1.71,22.305224679926738,18.6,0.76,37.8,57.0,44054.0,0.26,76.1,57.8,292.0,82.8,29.2,3.1,156.07224172136875,103.8,151.82,22937.872782090504,2700.0,25.75
Tunisia,3318.0,74.64178999270422,1.9,3.1,2.013263659217716,0.74,6.59,35.98401201364034,0.93,0.0,99.8,0.0,0.01,16.9,13.0,1902.0,97.0,32.8,912.0,3.2,2.17,39.7,26.9,0.55,32.7,55.4,4275.0,1.09,77.0,25.5,194.0,39.8,28.7,6.6,46.321838778472056,114.47,481.19,720.0,3330.0,19.2
Turkey,9127.0,75.84109226295726,2.0,2.6,1.9162042755773587,0.82,4.48,28.0,0.82,0.0,89.5,0.0,0.09,10.0,12.0,7288.0,63.0,41.9,1171.0,2.3,2.06,35.4,32.01,0.75,32.2,64.6,622.0,1.37,78.6,19.3,335.0,88.1,24.8,4.4,8.5,193.94,407.29,75667.0,3500.0,9.9
Turkmenistan,8124.0,121.94147334739483,5.4,4.2,1.7774715688661233,0.72,1.72,46.23437459578416,0.8,0.09,93.7,0.0,0.0,42.0,14.0,1834.0,1.0,40.8,1275.0,6.1,2.74,32.563850648361736,18.6,0.21,29.2,48.4,42549.0,1.61,69.7,41.7,552.0,97.6,23.3,3.0,-512.774826997711,137.09,0.68,450.0,2740.0,15.1
Uganda,737.0,55.78272500114309,9.5,10.5,2.0753085403032694,0.54,4.94,41.723672079051454,0.93,0.89,14.0,0.0,0.1020877607708357,45.8,12.0,417.0,24.0,42.8,139.0,10.4,4.82,25.2,5.3,0.24,15.7,59.7,-33790.67492882622,3.23,66.7,11.7,124.0,36.1,18.2,2.6,143.0,37.27,15.75,288.0,2220.0,22.8
Ukraine,3496.0,67.52,8.6,6.2,2.222773501172063,0.78,5.81,41.51901418622171,0.46,0.82,1.7,0.0,0.3,8.4,14.0,3018.0,81.0,26.1,683.0,17.7,1.23,38.8,24.1,0.67,41.2,52.3,720.0,-0.49,73.0,32.3,148.0,100.0,25.0,5.4,168.0,145.03,234.6,24416.0,3290.0,8.3
United Arab Emirates,43103.0,151.09,3.8,0.5,3.036990204910797,0.89,2.7,41.26115275426138,0.91,0.09,76.0,0.02,-3.3993219557878973,7.5,7.0,6904.014538861957,59.0,32.5,3173.0,5.2,1.39,21.8,31.7,0.93,38.4,77.1,335103.0,1.39,76.1,74.4,104.0,42.1,25.3,1.3,390.9097398111189,132.66,326.55,293.0,3170.0,27.0
United Kingdom,41855.0,92.63,11.4,1.2,2.2,0.93,8.54,49.0,0.27,0.59,6.3,0.0,1.8,4.3,11.0,23656.0,345.0,34.8,4620.0,6.9,1.65,35.32342777629535,27.8,0.97,40.6,78.9,14284.0,0.58,81.4,79.6,123.51360839987521,44.118755395737566,31.5,5.5,57.2,232.2,1454.85,188000.0,3450.0,8.45
United States,65134.0,191.97,9.8,5.0,3.7,0.93,7.92,47.0,0.69,0.69,1.1,0.01,36.0,6.5,11.707834008282433,15080.0,102.0,41.4,10624.0,14.5,1.71,32.3,36.2,0.96,38.5,76.8,35922.0,0.71,78.4,124.8,639.0,74.02021803545027,28.0,5.0,17.7,254.69,1292.61,275232.0,3800.0,8.55
Uruguay,16190.0,53.88,10.8,12.1,1.3997560506257383,0.82,8.61,34.64837889106882,0.41,0.58,0.1,0.0,0.11,7.1,13.0,6103.0,50.0,39.7,2169.0,18.8,1.96,39.0,27.9,0.68,35.5,68.6,65847.26207888965,0.36,77.1,98.6,337.0,97.1,24.0,4.9,-139.18978567162685,210.54,247.01,3231.0,2840.0,17.55
Uzbekistan,1756.0,39.2,2.7,1.1,2.4040031017621866,0.72,2.12,37.69277216421143,0.59,0.03,88.7,0.0,0.02,17.4,13.0,862.0,24.0,35.3,459.0,8.3,2.79,16.1,16.6,0.51,30.1,53.3,1682.0,1.41,73.0,20.7,68.0,99.8,22.4,6.3,631.9075273268761,130.81,10.9,1003.0,2560.0,12.05
Venezuela,4733.0,35.82957889135463,5.6,36.7,2.1267635930899536,0.71,2.76,31.68048265534138,0.79,0.88,0.4,0.0,0.04,24.2,11.944446394196056,10.32,23.0,46.9,384.0,2.1,2.25,28.24509288713159,25.6,0.71,30.0,25.9,18821.0,1.26,73.9,56.6,134.0,88.1,22.7,3.6,561.8803250739818,117.79,22.12,2275.0,2650.0,25.35
Vietnam,2715.0,66.38,8.3,1.5,2.1253820891402837,0.7,2.94,39.07106897303419,0.3,0.08,0.1,0.16,-3.668255502971803,19.9,14.0,1437.0,26.0,35.7,440.0,7.2,2.05,42.01043634187991,2.1,0.71,31.9,55.3,3194.0,1.0,73.7,28.6,128.0,76.9,22.8,4.3,16.6,16.36,44.86,24589.0,2780.0,24.45
Yemen,855.0,83.925001711704,0.1,6.8,1.9054058372855955,0.47,1.95,43.873735411063954,0.99,0.0,99.2,0.0,-0.9984002632303159,58.4,7.0,2030.6205242963333,21.0,36.7,192.87533381972935,7.1,3.7,30.9,17.1,0.27,19.8,49.44922220019953,797.0,2.33,66.6,14.7,53.0,13.7,23.0,5.2,1294.0,43.97,4.81,-1395.0479027592228,2050.0,23.85
Zambia,1292.0,93.13546336081271,4.8,5.4,1.755729439236874,0.58,4.86,41.88307740113552,0.95,0.96,1.0,0.0,1.4674065816969133,61.7,8.0,925.0,45.0,57.1,208.0,14.4,4.56,19.9,8.1,0.27,16.9,53.6,30170.217756422702,2.97,62.5,11.9,123.0,52.3,18.7,1.3,-125.43236785148633,9.71,12.28,30634.538501382922,1880.0,21.4
Zimbabwe,1464.0,80.25847872571785,4.8,7.5,2.0682308827708606,0.57,3.16,42.1805587334444,0.88,0.87,0.7,0.0,0.0,54.6,7.0,1528.4393426120369,77.0,44.3,198.0,23.6,3.53,18.3,15.5,0.31,20.5,40.4,30484.8102169162,2.28,60.7,15.2,127.0,81.1,19.9,6.1,848.0,31.9,24.86,232.0,2210.0,21.0
